id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
3362,Female,Rural,High School,5L-10L,1,6,0,More than 1,A,Platinum,101388
3363,Male,Urban,High School,5L-10L,1,4,12392,More than 1,A,Platinum,157332
3364,Male,Rural,Bachelor,5L-10L,1,8,2008,More than 1,A,Platinum,57084
3365,Male,Rural,Bachelor,2L-5L,1,6,0,1,B,Silver,68340
3366,Male,Urban,Bachelor,5L-10L,1,0,4457,1,A,Platinum,32952
3367,Female,Urban,Bachelor,2L-5L,0,6,2054,1,B,Silver,33048
3368,Male,Urban,High School,2L-5L,0,5,3073,More than 1,A,Platinum,487500
3369,Male,Urban,High School,5L-10L,1,5,2230,More than 1,A,Platinum,57996
3370,Male,Urban,Bachelor,More than 10L,0,7,9523,More than 1,A,Silver,104232
3371,Female,Urban,Bachelor,2L-5L,0,2,4581,More than 1,A,Platinum,70428
3372,Male,Urban,Bachelor,5L-10L,1,4,0,1,B,Silver,50064
3373,Male,Rural,Bachelor,5L-10L,1,7,3523,More than 1,B,Platinum,62448
3374,Male,Urban,High School,2L-5L,0,2,3887,More than 1,A,Platinum,114720
3375,Female,Urban,Bachelor,5L-10L,1,8,2151,More than 1,A,Gold,106548
3376,Male,Urban,High School,5L-10L,1,5,3336,1,B,Platinum,32880
3377,Male,Rural,Bachelor,5L-10L,0,4,0,More than 1,A,Platinum,101472
3378,Male,Rural,Bachelor,5L-10L,1,8,2888,More than 1,A,Gold,470328
3379,Male,Rural,High School,5L-10L,1,0,6224,More than 1,C,Platinum,255372
3380,Male,Rural,High School,5L-10L,1,8,5320,More than 1,A,Silver,107940
3381,Male,Rural,High School,More than 10L,0,1,3788,1,A,Platinum,32412
3382,Male,Urban,Bachelor,5L-10L,0,6,4065,More than 1,C,Platinum,250236
3383,Male,Urban,Bachelor,5L-10L,0,4,8151,More than 1,A,Platinum,61140
3384,Female,Rural,Bachelor,5L-10L,1,0,2880,1,A,Platinum,66744
3385,Male,Urban,Bachelor,5L-10L,1,7,3563,More than 1,B,Platinum,71784
3386,Female,Urban,High School,2L-5L,0,4,6042,1,A,Gold,32592
3387,Male,Rural,Bachelor,2L-5L,0,5,3305,More than 1,B,Platinum,62604
3388,Female,Rural,High School,5L-10L,1,5,0,1,A,Platinum,51168
3389,Female,Urban,Bachelor,More than 10L,1,6,3515,More than 1,C,Gold,492804
3390,Male,Urban,Bachelor,5L-10L,1,5,5074,1,A,Silver,32700
3391,Female,Urban,High School,2L-5L,1,2,4733,1,B,Gold,65556
3392,Male,Rural,High School,2L-5L,0,5,0,More than 1,B,Platinum,107580
3393,Male,Rural,Bachelor,5L-10L,0,8,3944,More than 1,B,Silver,67920
3394,Female,Rural,High School,5L-10L,1,5,0,More than 1,B,Gold,76056
3395,Male,Urban,High School,5L-10L,1,0,5365,1,A,Platinum,155988
3396,Male,Urban,High School,5L-10L,1,5,0,1,A,Platinum,35040
3397,Female,Urban,High School,2L-5L,0,5,3665,More than 1,A,Platinum,73668
3398,Male,Rural,Bachelor,5L-10L,0,5,0,1,B,Platinum,52104
3399,Male,Rural,Bachelor,More than 10L,1,6,2231,More than 1,A,Platinum,67140
3400,Male,Urban,High School,5L-10L,0,1,4151,More than 1,A,Platinum,265044
3401,Male,Urban,Bachelor,5L-10L,1,3,2021,More than 1,A,Platinum,59508
3402,Male,Rural,Bachelor,More than 10L,1,2,0,1,A,Platinum,57636
3403,Male,Urban,High School,5L-10L,1,7,5486,More than 1,A,Platinum,443580
3404,Female,Rural,High School,2L-5L,1,7,4189,More than 1,A,Gold,159120
3405,Male,Urban,Bachelor,2L-5L,1,5,4978,More than 1,B,Silver,79632
3406,Male,Rural,High School,More than 10L,1,1,0,More than 1,B,Platinum,227808
3407,Male,Urban,Bachelor,More than 10L,1,7,4657,1,B,Platinum,35784
3408,Female,Rural,High School,5L-10L,1,8,0,More than 1,C,Platinum,67572
3409,Male,Rural,High School,5L-10L,1,2,0,1,A,Platinum,31320
3410,Female,Urban,High School,5L-10L,0,5,3754,More than 1,C,Silver,221424
3411,Female,Urban,Bachelor,2L-5L,0,6,8347,More than 1,A,Platinum,301620
3412,Female,Rural,Bachelor,More than 10L,1,6,0,More than 1,A,Gold,114936
3413,Male,Urban,Bachelor,2L-5L,1,6,6324,1,A,Gold,63540
3414,Male,Urban,Bachelor,2L-5L,1,1,6083,1,A,Platinum,46872
3415,Female,Rural,Others,2L-5L,0,7,5828,More than 1,B,Silver,469572
3416,Female,Urban,Bachelor,<=2L,0,6,5848,More than 1,A,Platinum,70908
3417,Male,Urban,High School,2L-5L,1,4,5790,More than 1,B,Platinum,296844
3418,Male,Urban,High School,2L-5L,0,6,8788,More than 1,A,Gold,50916
3419,Female,Rural,Bachelor,More than 10L,0,4,0,More than 1,B,Platinum,111060
3420,Male,Urban,Bachelor,<=2L,1,7,4048,More than 1,A,Silver,450252
3421,Male,Rural,Bachelor,5L-10L,0,7,0,More than 1,B,Platinum,60396
3422,Female,Urban,High School,5L-10L,1,8,5864,More than 1,A,Platinum,63936
3423,Female,Urban,Bachelor,5L-10L,0,5,5032,More than 1,A,Platinum,151320
3424,Male,Rural,Bachelor,5L-10L,1,0,0,More than 1,A,Platinum,224160
3425,Male,Urban,Bachelor,5L-10L,1,3,7158,More than 1,A,Platinum,71640
3426,Female,Urban,Bachelor,5L-10L,1,1,4240,More than 1,A,Gold,73632
3427,Male,Rural,High School,More than 10L,0,5,0,1,A,Gold,38940
3428,Female,Urban,High School,5L-10L,0,0,10327,More than 1,A,Platinum,101652
3429,Female,Urban,High School,5L-10L,0,3,4788,1,A,Platinum,50880
3430,Female,Urban,High School,2L-5L,1,5,4058,More than 1,B,Gold,61488
3431,Female,Urban,High School,2L-5L,1,2,6371,More than 1,A,Platinum,101628
3432,Male,Rural,High School,5L-10L,0,1,0,1,A,Platinum,29664
3433,Male,Rural,Bachelor,2L-5L,1,8,0,1,A,Platinum,63204
3434,Female,Urban,Bachelor,2L-5L,0,0,0,1,A,Platinum,51732
3435,Female,Urban,High School,2L-5L,0,1,7495,More than 1,A,Platinum,188064
3436,Female,Rural,High School,More than 10L,0,8,0,More than 1,B,Platinum,66684
3437,Male,Urban,Bachelor,5L-10L,1,5,6174,More than 1,B,Gold,190728
3438,Female,Rural,High School,5L-10L,1,6,2293,More than 1,B,Platinum,61404
3439,Female,Urban,Bachelor,5L-10L,1,3,8558,More than 1,A,Platinum,109176
3440,Male,Urban,Bachelor,5L-10L,0,8,9028,More than 1,A,Silver,106728
3441,Male,Urban,Bachelor,2L-5L,0,6,6698,More than 1,A,Platinum,182616
3442,Male,Rural,Others,5L-10L,0,6,0,1,A,Gold,34644
3443,Male,Urban,High School,5L-10L,1,4,7141,1,C,Platinum,60828
3444,Female,Urban,Others,5L-10L,0,5,21740,More than 1,A,Gold,60348
3445,Male,Urban,Others,5L-10L,0,6,6544,1,B,Silver,44028
3446,Female,Rural,Bachelor,5L-10L,0,5,0,More than 1,B,Platinum,69660
3447,Male,Urban,Bachelor,2L-5L,1,6,4261,More than 1,B,Silver,186420
3448,Female,Rural,Bachelor,5L-10L,0,4,4795,1,A,Platinum,31980
3449,Female,Urban,Bachelor,5L-10L,1,0,0,1,A,Gold,39348
3450,Male,Urban,High School,2L-5L,1,6,6480,More than 1,A,Platinum,96996
3451,Female,Rural,High School,5L-10L,0,6,2951,More than 1,B,Platinum,33324
3452,Female,Urban,Bachelor,2L-5L,1,4,4082,More than 1,A,Gold,546216
3453,Male,Rural,Others,5L-10L,1,6,3058,1,A,Platinum,39444
3454,Male,Rural,Bachelor,5L-10L,1,8,4025,More than 1,B,Gold,63636
3455,Female,Rural,Bachelor,5L-10L,1,3,3274,More than 1,A,Gold,64596
3456,Female,Urban,Bachelor,5L-10L,1,6,3836,1,A,Platinum,30924
3457,Female,Urban,High School,5L-10L,0,4,3967,More than 1,A,Silver,65736
3458,Male,Urban,High School,5L-10L,1,1,8868,More than 1,A,Platinum,29928
3459,Female,Urban,High School,5L-10L,0,5,6386,More than 1,A,Platinum,66708
3460,Male,Urban,High School,More than 10L,0,4,25863,1,A,Platinum,30384
3461,Female,Urban,High School,2L-5L,1,6,4084,1,A,Platinum,34164
3462,Male,Urban,High School,5L-10L,0,3,5655,More than 1,C,Silver,192264
3463,Female,Rural,High School,5L-10L,1,6,3712,1,B,Platinum,43284
3464,Female,Urban,High School,5L-10L,0,7,6019,More than 1,A,Gold,149268
3465,Female,Urban,Bachelor,More than 10L,1,6,5058,1,A,Silver,32520
3466,Male,Rural,Bachelor,5L-10L,1,6,3796,More than 1,A,Platinum,61740
3467,Male,Urban,High School,More than 10L,1,4,6494,1,A,Silver,30396
3468,Male,Urban,High School,5L-10L,1,5,14077,More than 1,A,Silver,61212
3469,Female,Rural,Bachelor,More than 10L,0,8,2386,More than 1,B,Silver,72780
3470,Male,Urban,Others,2L-5L,1,5,6530,1,A,Platinum,32832
3471,Male,Urban,High School,More than 10L,0,6,6680,1,A,Gold,36540
3472,Male,Rural,Bachelor,5L-10L,0,6,4226,More than 1,C,Silver,114840
3473,Male,Urban,Bachelor,2L-5L,1,7,2666,More than 1,B,Silver,65424
3474,Male,Rural,High School,More than 10L,1,6,3274,More than 1,A,Silver,107424
3475,Male,Rural,High School,More than 10L,0,5,11852,More than 1,C,Silver,116448
3476,Male,Urban,High School,5L-10L,1,1,0,More than 1,A,Platinum,58464
3477,Male,Urban,Bachelor,2L-5L,1,6,4968,1,A,Gold,105420
3478,Male,Urban,Bachelor,5L-10L,0,5,6990,More than 1,A,Platinum,108228
3479,Male,Urban,Bachelor,5L-10L,0,6,4009,1,A,Gold,31380
3480,Male,Urban,High School,5L-10L,0,3,5816,More than 1,A,Platinum,56280
3481,Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,62568
3482,Male,Urban,Bachelor,2L-5L,0,5,5787,More than 1,A,Gold,99024
3483,Male,Urban,Bachelor,5L-10L,0,6,5729,More than 1,A,Platinum,114192
3484,Male,Urban,Bachelor,2L-5L,0,0,8226,More than 1,B,Silver,109524
3485,Female,Urban,High School,More than 10L,1,4,5910,1,A,Gold,33252
3486,Female,Urban,Bachelor,2L-5L,1,6,3950,More than 1,A,Gold,67524
3487,Male,Urban,Bachelor,2L-5L,1,8,2557,1,B,Platinum,32052
3488,Female,Urban,Bachelor,More than 10L,1,4,3795,1,A,Gold,66696
3489,Male,Urban,Bachelor,5L-10L,0,7,4011,More than 1,A,Platinum,112188
3490,Male,Urban,High School,5L-10L,0,7,3870,More than 1,A,Silver,69636
3491,Female,Urban,Bachelor,<=2L,1,7,8639,1,A,Gold,62592
3492,Female,Rural,Bachelor,5L-10L,1,1,0,More than 1,C,Platinum,94332
3493,Male,Urban,Bachelor,More than 10L,1,3,4711,1,C,Silver,68172
3494,Female,Rural,Bachelor,More than 10L,1,2,0,More than 1,C,Silver,60180
3495,Male,Urban,Bachelor,5L-10L,1,6,0,1,A,Gold,31440
3496,Male,Rural,Bachelor,5L-10L,1,4,2445,More than 1,B,Platinum,71352
3497,Female,Urban,High School,2L-5L,0,2,5393,1,A,Silver,31392
3498,Female,Urban,High School,2L-5L,1,8,2428,More than 1,B,Platinum,65700
3499,Male,Urban,High School,2L-5L,1,3,7479,More than 1,B,Gold,46632
3500,Male,Urban,Bachelor,5L-10L,1,6,0,1,A,Platinum,31068
3501,Male,Urban,High School,5L-10L,1,6,11976,More than 1,A,Platinum,292452
3502,Male,Urban,Bachelor,2L-5L,1,6,8132,More than 1,A,Silver,400404
3503,Male,Urban,Bachelor,5L-10L,1,0,6487,1,A,Silver,53028
3504,Male,Urban,High School,5L-10L,0,5,0,More than 1,C,Platinum,188232
3505,Male,Urban,Bachelor,5L-10L,1,7,10702,1,B,Platinum,51108
3506,Female,Rural,Bachelor,More than 10L,0,6,0,More than 1,A,Silver,61884
3507,Male,Urban,High School,5L-10L,1,5,5474,1,A,Gold,66216
3508,Male,Urban,High School,5L-10L,1,7,2593,More than 1,A,Gold,68172
3509,Male,Urban,Bachelor,5L-10L,1,6,0,1,C,Platinum,34128
3510,Male,Urban,High School,5L-10L,0,8,4099,1,A,Silver,68760
3511,Male,Urban,High School,5L-10L,0,6,4580,1,B,Platinum,72828
3512,Female,Urban,High School,2L-5L,1,2,5816,1,B,Gold,36996
3513,Female,Urban,High School,2L-5L,0,8,2883,More than 1,B,Gold,272280
3514,Female,Urban,High School,5L-10L,1,4,9636,More than 1,C,Platinum,107424
3515,Male,Rural,Bachelor,More than 10L,0,5,3517,More than 1,B,Silver,120420
3516,Female,Urban,High School,5L-10L,0,7,3137,1,B,Silver,66576
3517,Male,Urban,High School,5L-10L,1,6,3514,More than 1,A,Platinum,61020
3518,Female,Rural,High School,5L-10L,0,1,7062,More than 1,A,Platinum,67692
3519,Female,Rural,Bachelor,2L-5L,1,1,4887,More than 1,A,Gold,203904
3520,Male,Urban,High School,More than 10L,1,1,6616,More than 1,A,Platinum,100212
3521,Male,Urban,High School,5L-10L,1,3,5544,More than 1,A,Platinum,96816
3522,Male,Urban,Bachelor,2L-5L,0,2,5870,1,B,Gold,33936
3523,Female,Urban,High School,5L-10L,0,4,4058,More than 1,A,Platinum,149484
3524,Male,Urban,Bachelor,5L-10L,1,3,6284,More than 1,A,Platinum,60576
3525,Male,Urban,High School,5L-10L,0,2,6933,More than 1,A,Silver,561072
3526,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,B,Gold,105276
3527,Male,Urban,Bachelor,5L-10L,1,4,2277,1,A,Silver,32316
3528,Female,Rural,High School,5L-10L,1,7,5425,1,A,Platinum,61896
3529,Male,Rural,Bachelor,5L-10L,0,5,0,1,A,Gold,49236
3530,Male,Rural,High School,5L-10L,1,5,0,1,A,Silver,45144
3531,Male,Urban,High School,More than 10L,1,6,6457,More than 1,B,Platinum,98616
3532,Female,Urban,High School,5L-10L,1,3,5881,More than 1,A,Platinum,61068
3533,Male,Urban,Bachelor,2L-5L,1,8,5403,More than 1,C,Gold,289668
3534,Female,Urban,High School,2L-5L,1,7,4898,More than 1,A,Silver,104496
3535,Male,Rural,Bachelor,5L-10L,1,5,0,More than 1,C,Silver,210228
3536,Female,Urban,High School,5L-10L,1,6,5804,More than 1,A,Gold,324324
3537,Male,Urban,Bachelor,5L-10L,0,5,4020,More than 1,B,Platinum,69060
3538,Female,Urban,High School,2L-5L,1,1,6875,1,A,Silver,68904
3539,Male,Urban,High School,More than 10L,1,4,5845,More than 1,A,Gold,60336
3540,Male,Urban,High School,5L-10L,1,2,16404,More than 1,A,Platinum,312780
3541,Male,Rural,Others,5L-10L,1,6,4697,1,C,Gold,32604
3542,Female,Rural,High School,5L-10L,1,4,0,More than 1,A,Silver,329292
3543,Female,Urban,High School,5L-10L,1,6,5416,1,A,Platinum,49212
3544,Female,Urban,Bachelor,5L-10L,1,4,5609,1,A,Platinum,29844
3545,Male,Urban,High School,5L-10L,1,7,2083,More than 1,B,Platinum,63324
3546,Male,Rural,Bachelor,2L-5L,1,8,2761,More than 1,B,Gold,30468
3547,Male,Urban,Others,2L-5L,0,5,6856,More than 1,A,Gold,275376
3548,Male,Rural,Bachelor,5L-10L,0,5,0,1,A,Platinum,50940
3549,Female,Urban,High School,5L-10L,1,2,9443,1,A,Platinum,29664
3550,Female,Rural,High School,5L-10L,1,6,0,1,B,Platinum,37164
3551,Male,Urban,High School,2L-5L,0,1,6301,1,A,Platinum,67404
3552,Female,Rural,High School,More than 10L,1,4,0,More than 1,B,Platinum,38652
3553,Male,Urban,Bachelor,5L-10L,0,3,2202,More than 1,A,Platinum,98028
3554,Female,Urban,Others,5L-10L,0,8,4459,1,B,Platinum,137952
3555,Male,Urban,High School,2L-5L,1,7,5946,1,A,Platinum,34008
3556,Male,Rural,Bachelor,More than 10L,1,6,0,More than 1,A,Silver,55728
3557,Male,Urban,High School,5L-10L,1,6,0,1,C,Gold,31320
3558,Male,Urban,Bachelor,5L-10L,1,3,0,1,A,Silver,65256
3559,Male,Urban,High School,2L-5L,0,1,7305,More than 1,A,Platinum,65580
3560,Male,Urban,Bachelor,5L-10L,0,2,6928,More than 1,A,Platinum,97500
3561,Male,Urban,High School,More than 10L,1,5,4080,1,A,Gold,51384
3562,Male,Urban,Bachelor,5L-10L,1,7,6346,1,C,Platinum,65832
3563,Female,Rural,Bachelor,2L-5L,0,4,4771,More than 1,B,Platinum,66756
3564,Male,Urban,High School,5L-10L,1,5,8317,More than 1,A,Platinum,110652
3565,Male,Rural,High School,5L-10L,1,3,3609,More than 1,A,Gold,196704
3566,Female,Rural,High School,More than 10L,0,8,0,1,B,Platinum,35208
3567,Female,Urban,High School,5L-10L,0,7,3540,More than 1,A,Gold,102132
3568,Female,Urban,High School,2L-5L,1,1,3751,More than 1,A,Gold,88944
3569,Male,Rural,High School,2L-5L,0,4,3634,More than 1,A,Platinum,168648
3570,Male,Urban,Bachelor,2L-5L,1,6,3715,More than 1,A,Platinum,65508
3571,Female,Rural,High School,More than 10L,1,7,0,More than 1,B,Silver,74124
3572,Male,Urban,Bachelor,More than 10L,1,4,6465,More than 1,A,Platinum,64320
3573,Male,Urban,High School,<=2L,1,7,7417,More than 1,A,Platinum,322380
3574,Male,Rural,High School,More than 10L,1,3,0,More than 1,B,Platinum,60312
3575,Male,Urban,Bachelor,5L-10L,1,6,4448,More than 1,B,Platinum,378972
3576,Female,Urban,High School,2L-5L,0,5,3992,More than 1,A,Platinum,58488
3577,Male,Urban,Bachelor,5L-10L,1,4,5294,More than 1,A,Platinum,127500
3578,Male,Rural,Bachelor,More than 10L,1,7,3377,More than 1,A,Platinum,102288
3579,Male,Urban,Bachelor,5L-10L,0,1,5557,1,A,Platinum,38748
3580,Male,Urban,High School,5L-10L,0,8,4026,1,A,Gold,31368
3581,Female,Urban,High School,2L-5L,1,1,6980,More than 1,A,Gold,184776
3582,Male,Urban,Bachelor,More than 10L,1,4,5535,1,A,Platinum,33360
3583,Female,Rural,Bachelor,More than 10L,0,6,5098,1,A,Gold,66072
3584,Male,Rural,High School,5L-10L,1,8,2342,More than 1,B,Silver,101712
3585,Male,Urban,Bachelor,5L-10L,0,2,15812,1,A,Platinum,215040
3586,Male,Urban,High School,5L-10L,1,5,6602,1,A,Platinum,34368
3587,Female,Rural,Bachelor,5L-10L,0,3,3464,1,B,Platinum,54960
3588,Female,Urban,Bachelor,5L-10L,0,1,3804,1,A,Gold,64668
3589,Male,Rural,High School,More than 10L,1,7,5558,1,A,Platinum,63888
3590,Male,Rural,Bachelor,5L-10L,1,8,3187,More than 1,B,Gold,75324
3591,Female,Rural,Bachelor,More than 10L,0,7,0,More than 1,A,Gold,109728
3592,Female,Urban,High School,5L-10L,1,6,0,More than 1,A,Platinum,63564
3593,Male,Urban,Bachelor,5L-10L,0,7,4694,1,A,Platinum,56724
3594,Female,Rural,Bachelor,2L-5L,1,8,0,More than 1,B,Silver,59544
3595,Female,Urban,High School,More than 10L,0,5,2952,1,A,Silver,40068
3596,Male,Urban,Bachelor,2L-5L,0,7,4067,More than 1,B,Platinum,66480
3597,Male,Urban,High School,5L-10L,1,2,19981,More than 1,A,Platinum,63036
3598,Female,Urban,High School,2L-5L,0,5,6018,More than 1,A,Silver,67980
3599,Male,Urban,High School,2L-5L,1,7,4338,More than 1,A,Platinum,50424
3600,Male,Rural,High School,5L-10L,1,0,7048,More than 1,B,Silver,359856
3601,Female,Urban,High School,2L-5L,0,5,4759,More than 1,A,Platinum,178416
3602,Male,Urban,Bachelor,5L-10L,1,6,3029,More than 1,A,Gold,98892
3603,Male,Urban,High School,5L-10L,1,3,0,More than 1,B,Platinum,61788
3604,Male,Urban,High School,2L-5L,1,3,3565,1,B,Platinum,31284
3605,Female,Urban,High School,2L-5L,0,6,6112,More than 1,C,Platinum,65988
3606,Female,Urban,Bachelor,More than 10L,1,6,4854,1,A,Platinum,71064
3607,Male,Urban,High School,2L-5L,0,1,4657,More than 1,B,Platinum,35652
3608,Female,Rural,Bachelor,5L-10L,0,0,12490,More than 1,A,Silver,51756
3609,Female,Urban,Bachelor,5L-10L,1,6,0,1,A,Platinum,54036
3610,Female,Urban,High School,5L-10L,1,6,4482,More than 1,A,Platinum,165012
3611,Male,Urban,High School,More than 10L,1,1,0,More than 1,A,Gold,66144
3612,Male,Urban,Bachelor,2L-5L,1,6,6427,More than 1,A,Gold,243420
3613,Male,Urban,Bachelor,5L-10L,1,6,2318,More than 1,B,Platinum,154200
3614,Female,Urban,High School,5L-10L,1,3,0,1,A,Silver,32532
3615,Male,Urban,Bachelor,5L-10L,1,2,6452,More than 1,A,Platinum,60900
3616,Male,Rural,High School,More than 10L,1,7,2195,More than 1,B,Platinum,62568
3617,Female,Urban,High School,2L-5L,0,7,3831,More than 1,A,Gold,139296
3618,Female,Urban,High School,5L-10L,0,1,4239,More than 1,A,Platinum,51540
3619,Male,Urban,High School,5L-10L,1,6,9570,More than 1,A,Platinum,162888
3620,Female,Urban,Bachelor,5L-10L,0,2,5845,1,A,Gold,56892
3621,Female,Urban,High School,<=2L,1,4,5960,More than 1,A,Platinum,59424
3622,Male,Urban,High School,5L-10L,1,6,6115,1,A,Platinum,94476
3623,Male,Urban,Bachelor,More than 10L,1,6,6853,More than 1,B,Platinum,107508
3624,Female,Urban,High School,2L-5L,0,4,13091,More than 1,A,Platinum,97332
3625,Female,Urban,Bachelor,5L-10L,0,4,8188,More than 1,A,Silver,73908
3626,Male,Urban,High School,5L-10L,0,5,8860,More than 1,A,Platinum,93552
3627,Male,Urban,High School,More than 10L,1,4,4939,More than 1,A,Silver,104808
3628,Male,Urban,Bachelor,2L-5L,1,2,6630,1,C,Silver,30756
3629,Female,Urban,High School,2L-5L,0,6,6200,More than 1,A,Silver,67980
3630,Male,Rural,Bachelor,More than 10L,1,6,0,More than 1,A,Platinum,100188
3631,Female,Urban,High School,2L-5L,1,8,5820,More than 1,B,Gold,62772
3632,Male,Urban,Bachelor,More than 10L,1,6,6337,1,B,Silver,58668
3633,Male,Rural,Bachelor,More than 10L,1,6,0,More than 1,B,Platinum,65424
3634,Male,Rural,High School,2L-5L,0,1,7513,More than 1,A,Silver,58740
3635,Female,Rural,Bachelor,5L-10L,0,2,3462,1,C,Platinum,33024
3636,Female,Urban,High School,2L-5L,1,1,5265,More than 1,B,Silver,117132
3637,Female,Urban,Others,5L-10L,0,7,4908,1,C,Silver,30720
3638,Male,Urban,High School,2L-5L,0,6,5976,More than 1,A,Silver,66636
3639,Male,Urban,Bachelor,5L-10L,0,8,9455,More than 1,A,Platinum,101508
3640,Male,Rural,High School,5L-10L,1,6,2120,1,A,Platinum,47280
3641,Male,Rural,Bachelor,More than 10L,1,1,2368,More than 1,B,Platinum,64104
3642,Female,Urban,High School,2L-5L,0,6,5949,1,A,Platinum,30252
3643,Female,Urban,High School,More than 10L,0,6,10693,More than 1,C,Platinum,104460
3644,Female,Urban,High School,5L-10L,1,2,6289,More than 1,A,Platinum,70152
3645,Female,Urban,High School,<=2L,0,8,5817,More than 1,A,Silver,105012
3646,Female,Urban,Bachelor,5L-10L,1,1,9844,More than 1,A,Platinum,62916
3647,Male,Urban,High School,2L-5L,0,7,5726,More than 1,A,Platinum,47928
3648,Male,Rural,Bachelor,5L-10L,1,7,2699,1,A,Platinum,35676
3649,Male,Rural,Bachelor,2L-5L,1,0,3561,More than 1,B,Gold,64224
3650,Female,Rural,High School,2L-5L,1,1,0,More than 1,B,Platinum,61896
3651,Female,Rural,Bachelor,More than 10L,1,6,3989,1,B,Silver,31572
3652,Male,Urban,Bachelor,5L-10L,1,1,3738,More than 1,A,Platinum,63528
3653,Female,Urban,High School,5L-10L,0,8,4239,More than 1,A,Silver,67356
3654,Male,Urban,High School,5L-10L,1,4,4359,More than 1,A,Platinum,272004
3655,Male,Urban,Bachelor,More than 10L,0,4,0,More than 1,B,Silver,67008
3656,Female,Urban,Bachelor,2L-5L,0,1,6883,More than 1,B,Gold,170112
3657,Male,Urban,Bachelor,5L-10L,0,2,4004,1,A,Platinum,40884
3658,Female,Urban,High School,<=2L,1,3,0,More than 1,C,Gold,64572
3659,Female,Urban,High School,5L-10L,1,6,4933,1,A,Gold,31260
3660,Male,Urban,Bachelor,2L-5L,0,7,5642,More than 1,B,Silver,628812
3661,Male,Urban,High School,5L-10L,1,4,8630,More than 1,A,Platinum,278364
3662,Female,Urban,High School,5L-10L,1,5,5309,1,A,Platinum,31848
3663,Female,Urban,Bachelor,2L-5L,1,6,3471,More than 1,A,Platinum,98220
3664,Male,Rural,High School,More than 10L,1,7,0,1,B,Gold,36924
3665,Male,Urban,High School,More than 10L,0,4,4462,More than 1,A,Gold,106812
3666,Male,Urban,High School,5L-10L,0,3,5860,More than 1,A,Gold,94656
3667,Male,Urban,High School,5L-10L,0,4,4135,More than 1,A,Platinum,62352
3668,Female,Urban,Bachelor,More than 10L,0,8,0,More than 1,B,Platinum,63768
3669,Male,Rural,Bachelor,More than 10L,1,7,3963,1,C,Gold,36768
3670,Female,Urban,Bachelor,<=2L,1,7,10051,More than 1,C,Platinum,391308
3671,Female,Urban,Bachelor,2L-5L,1,6,4325,1,B,Silver,61764
3672,Male,Urban,High School,5L-10L,1,4,2109,More than 1,A,Platinum,72660
3673,Female,Rural,Bachelor,More than 10L,1,6,0,More than 1,B,Platinum,422172
3674,Male,Urban,High School,5L-10L,1,2,4108,More than 1,A,Platinum,70188
3675,Female,Urban,High School,5L-10L,0,3,5883,More than 1,C,Platinum,111180
3676,Female,Urban,High School,2L-5L,0,7,5458,More than 1,A,Platinum,70584
3677,Female,Rural,Bachelor,5L-10L,0,6,0,More than 1,B,Platinum,63504
3678,Female,Urban,High School,2L-5L,0,6,3972,More than 1,A,Platinum,220908
3679,Female,Urban,High School,2L-5L,1,5,6621,More than 1,A,Platinum,67320
3680,Female,Urban,High School,5L-10L,1,3,2749,More than 1,C,Gold,66108
